NCO|documentStart|2020-12-03|10:55:12|user01|End
NCO|documentCheck|principleID|NDI|End
NCO|documentCheck|distributorID|B0006|End
NCO|documentCheck|distributorName|PT. BERKAH RAYA|End
NCO|documentCheck|branchName|TANGERANG|End
NCO|documentCheck|fromDate|2020-07-19|End
NCO|documentCheck|thruDate|2020-07-22|End
NCO|documentCheck|version|A01.30.00|End
NCO|documentCheck|productmasterversion||End
NCO|documentCheck|gromartMerchantID||End
NCO|documentCheck|companyID|NS6083010001517|End
NCO|documentCheck|branchID|1522203109974|End
NCO|documentCheck|nd6closeddate|2020-07-21|End
NCO|distributorproduct|attribute|productCode|principalProductCode|productName|productPackaging|uom1|uom2|uom3|uom4|conversion1to4|conversion2to4|conversion3to4|productStatus|buyingPrice|sellingPrice|nexchiefRatio|divisonID|vendorID|End
NCO|callplandetail|value|ASW002GNJL|1|mxd3218|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxd4697|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxd4698|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxd50414|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxd6532|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxd99715|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxda541|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdasw460|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdasw568|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdcv0124|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdm58|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdm598|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdtn5908|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdtn9805|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|1|mxdtn9809|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd12091|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd12092|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd12093|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd26094|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd26095|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd5734|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd62512|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd95871|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd9787|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxd979797|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxdasw027|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|2|mxdp200|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD15106|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD15107|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD15108|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD15109|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD17094|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD17095|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD291019|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD2965|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD4698|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD50500|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD5261|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD5262|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD55602|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD595959|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD8759|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD9651|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXD9657|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXDASW047|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|3|MXDW598|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxd12104|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|MXD12105|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|MXD191919|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|MXD28091|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxd5083|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxd5084|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxd5086|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|MXD54133|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|MXD56411|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxd65044|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxd65064|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxd96321|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxdasw333|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxdasw465|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxdasw490|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxdh412|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxdtn1305|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|4|mxdy411|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD0152|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|mxd053|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD1352|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD147005|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD18101|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|mxd27093|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|mxd27094|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD3467|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|mxd5573|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD589|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD59873|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXD96271|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|mxda070|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXDASW074|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXDASW748|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|mxdasw869|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXDB568|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXDB587|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|MXDK568|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|5|mxdtn0764|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|6|mxd3317|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNJL|6|mxdasw074|10|1041667|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|ASW1507193|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|ASW1507194|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD081010|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD08109|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD2166|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD3218|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD4697|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD4698|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD50414|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD6532|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXD99715|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDA541|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDASW460|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDASW568|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDCV0124|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDM58|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDM598|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDTN5908|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDTN9805|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|1|MXDTN9809|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd0152|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd015270|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd04102|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd154|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd5573|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd5582|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd55981|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd6358|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd65436|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd66520|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd87554|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd9966|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxd9967|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|2|mxda070|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|asw2407193|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|MXD05101|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd16101|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd18091|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd2312|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd23653|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd264111|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd30106|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd30107|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd30108|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd30109|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd3589|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd3598|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd4544|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd46461|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd5008|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd5012|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd5046|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd505044|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|MXD55656|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd656556|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd80865|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd89065|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxd9986|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxdam01|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxdasw135|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxdasw632|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|3|mxdtn0645|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|MXD05101|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd1410|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd21097|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd456045|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd46879|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd5089|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd528|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd5565|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|MXD55656|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd556560|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxd860655|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxdasw032|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|4|mxdasw033|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd1510|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd23104|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd3317|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd5087|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd9325|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd9728|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd9729|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxd9996|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxdasw399|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxdasw772|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxdasw773|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxdk598|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|5|mxdl164|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|6|MXD5573|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW002GNP|6|MXDA070|10|1017442|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|asw0909193|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|asw0909194|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD1000|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD24094|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD2597|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD554112|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD56064|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD6125|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD653333|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD8336|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXD88005|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXDASW954|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXDSW36|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|MXDTC594|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|1|mxdtn0818|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|ASW1607194|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd05551|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd06045|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd1135|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd140201|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd1490|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd2569|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd270915|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd270917|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd28096|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd3041|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd33598|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd52141|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd5596|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd56044|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd6660|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd8544|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd8800|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxd9952|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxdal01|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxdasw312|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxdc154|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxdc586|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxdc587|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxdtn0554|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|2|mxdtn2416|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD00564|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD19092|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD19093|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD26096|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD2908|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD311012|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD311014|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD311015|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD311016|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD311017|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD311018|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD311019|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD36614|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD45100|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD4579|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD5542|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD5543|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD5546|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD56562|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD6563|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD6599|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXD6680|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXDASW793|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|3|MXDASW794|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|asw1807199|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD0236|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD12106|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD12107|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD14093|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD1414|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD26103|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD280910|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD28099|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXD6135|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXDASW037|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXDASW145|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|4|MXDTN547|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|ASW111001|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|ASW1309194|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd00555|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd010219|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd23103|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd3687|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd465451|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd5053|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd5056|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd5527|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd56731|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd587784|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd62|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxd89898|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxdasw983|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxdmn912|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNJL|5|mxdn198|10|994318|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|ASW141004|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|ASW1609194|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|ASW1609195|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|asw2207197|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|ASW251101|30|0|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD0042|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|mxd0807191|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD15041910|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD15041911|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD1504193|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD1504194|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD1504195|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD1504196|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD1504197|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD1504198|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD1504199|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD2136|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD5007|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD52124|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD54721|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD6385|20|0|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD6652|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD69875|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD881|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD8888|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|1|MXD9985|10|1093750|||0.0|0.0|End
NCO|callplandetail|value|ASW003GNP|2|MXD1490|10|1093750|||0.0|0.0|End
